yORF,gene name,GFP tagged,GFP visualized?,TAP visualized?,abundance,error,localization summary
YJL160C,,tagged,not visualized,not TAP visualized,not visualized,,
YJL163C,,tagged,not visualized,not TAP visualized,not visualized,,
YJL165C,HAL5,tagged,not visualized,not TAP visualized,not visualized,,
YJL167W,ERG20,tagged,not visualized,TAP visualized,low signal,,
YJL170C,ASG7,tagged,not visualized,not TAP visualized,not visualized,,
YJL172W,CPS1,tagged,not visualized,TAP visualized,721,,
YJL174W,KRE9,tagged,not visualized,not TAP visualized,not visualized,,
YJL175W,,tagged,not visualized,not TAP visualized,not visualized,,
YJL181W,,tagged,not visualized,not TAP visualized,not visualized,,
YJL182C,,tagged,not visualized,not TAP visualized,not visualized,,
YJL184W,GON7,tagged,not visualized,TAP visualized,2180,,
YJL185C,,tagged,not visualized,not TAP visualized,not visualized,,
YJL187C,SWE1,tagged,not visualized,not TAP visualized,not visualized,,
YJL188C,BUD19,tagged,not visualized,not TAP visualized,not visualized,,
YJL189W,RPL39,tagged,not visualized,not TAP visualized,not visualized,,
YJL193W,,tagged,not visualized,not TAP visualized,not visualized,,
YJL195C,,tagged,not visualized,not TAP visualized,not visualized,,
YJL199C,MBB1,tagged,not visualized,TAP visualized,low signal,,
YJL202C,,not tagged,not visualized,not TAP visualized,not visualized,,
YJL205C,NCE101,tagged,not visualized,TAP visualized,low signal,,
YJL206C,,tagged,not visualized,not TAP visualized,not visualized,,
YJL211C,,tagged,not visualized,not TAP visualized,not visualized,,
YJL213W,,tagged,not visualized,not TAP visualized,not visualized,,
YJL214W,HXT8,tagged,not visualized,TAP visualized,623,,
YJL215C,,tagged,not visualized,not TAP visualized,not visualized,,
YJL216C,,tagged,not visualized,not TAP visualized,not visualized,,
YJL218W,,tagged,not visualized,not TAP visualized,not visualized,,
YJL219W,HXT9,tagged,not visualized,not TAP visualized,not visualized,,
YJL220W,,tagged,not visualized,not TAP visualized,not visualized,,
YJL221C,FSP2,tagged,not visualized,not TAP visualized,not visualized,,
YJL223C,PAU1,tagged,not visualized,not TAP visualized,not visualized,,
YJL225C,,tagged,not visualized,not TAP visualized,not visualized,,
YJR001W,AVT1,tagged,not visualized,TAP visualized,1820,,
YJR002W,MPP10,tagged,not visualized,not TAP visualized,not visualized,,
YJR004C,SAG1,tagged,not visualized,not TAP visualized,not visualized,,
YJR012C,,tagged,not visualized,TAP visualized,538,,
YJR018W,,tagged,not visualized,not TAP visualized,not visualized,,
YJR019C,TES1,tagged,not visualized,not TAP visualized,not visualized,,
YJR020W,,tagged,not visualized,not TAP visualized,not visualized,,
YJR021C,REC107,tagged,not visualized,not TAP visualized,not visualized,,
YJR023C,,tagged,not visualized,not TAP visualized,not visualized,,
YJR030C,,tagged,not visualized,not TAP visualized,not visualized,,
YJR034W,PET191,tagged,not visualized,not TAP visualized,not visualized,,
YJR036C,HUL4,tagged,not visualized,not TAP visualized,not visualized,,
YJR037W,,tagged,not visualized,not TAP visualized,not visualized,,
YJR038C,,tagged,not visualized,not TAP visualized,not visualized,,
YJR039W,,tagged,not visualized,not TAP visualized,not visualized,,
YJR040W,GEF1,tagged,not visualized,not TAP visualized,not visualized,,
YJR045C,SSC1,tagged,not visualized,not TAP visualized,not visualized,,
YJR061W,,tagged,not visualized,not TAP visualized,not visualized,,
YJR064W,CCT5,tagged,not visualized,not TAP visualized,not visualized,,
YJR065C,ARP3,tagged,not visualized,TAP visualized,6650,,
YJR066W,TOR1,tagged,not visualized,TAP visualized,589,,
YJR071W,,tagged,not visualized,not TAP visualized,not visualized,,
YJR078W,BNA2,tagged,not visualized,TAP visualized,149,,
YJR079W,,tagged,not visualized,TAP visualized,907,,
YJR087W,,tagged,not visualized,not TAP visualized,not visualized,,
YJR090C,GRR1,tagged,not visualized,not TAP visualized,not visualized,,
YJR093C,FIP1,tagged,not visualized,TAP visualized,1310,125.0,
YJR094C,IME1,tagged,not visualized,not TAP visualized,not visualized,,
YJR095W,SFC1,tagged,not visualized,not TAP visualized,not visualized,,
YJR099W,YUH1,tagged,not visualized,not TAP visualized,not visualized,,
YJR100C,,tagged,not visualized,not TAP visualized,not visualized,,
YJR102C,VPS25,tagged,not visualized,not TAP visualized,not visualized,,
YJR106W,ECM27,tagged,not visualized,not TAP visualized,not visualized,,
YJR107W,,tagged,not visualized,not TAP visualized,not visualized,,
YJR108W,ABM1,tagged,not visualized,not TAP visualized,not visualized,,
YJR114W,,tagged,not visualized,not TAP visualized,not visualized,,
YJR115W,,tagged,not visualized,not TAP visualized,not visualized,,
YJR120W,,tagged,not visualized,not TAP visualized,not visualized,,
YJR123W,RPS5,tagged,not visualized,not TAP visualized,not visualized,,
YJR124C,,tagged,not visualized,not TAP visualized,not visualized,,
YJR125C,ENT3,not tagged,not visualized,not TAP visualized,not visualized,,
YJR126C,VPS70,tagged,not visualized,TAP visualized,112,,
YJR128W,,tagged,not visualized,not TAP visualized,not visualized,,
YJR135W-A,TIM8,tagged,not visualized,not TAP visualized,not visualized,,
YJR141W,,tagged,not visualized,not TAP visualized,not visualized,,
YJR142W,,tagged,not visualized,TAP visualized,217,,
YJR144W,MGM101,tagged,not visualized,not TAP visualized,not visualized,,
YJR150C,DAN1,tagged,not visualized,not TAP visualized,not visualized,,
YJR151C,DAN4,tagged,not visualized,not TAP visualized,not visualized,,
YJR152W,DAL5,tagged,not visualized,not TAP visualized,not visualized,,
YJR153W,PGU1,tagged,not visualized,not TAP visualized,not visualized,,
YJR155W,AAD10,tagged,not visualized,not TAP visualized,not visualized,,
YJR156C,THI11,tagged,not visualized,TAP visualized,752,,
YJR157W,,tagged,not visualized,not TAP visualized,not visualized,,
YJR158W,HXT16,tagged,not visualized,not TAP visualized,not visualized,,
YJR159W,SOR1,tagged,not visualized,not TAP visualized,not visualized,,
YJR160C,MPH3,tagged,not visualized,not TAP visualized,not visualized,,
YJR162C,,tagged,not visualized,not TAP visualized,not visualized,,
YKL003W-A,,tagged,not visualized,not TAP visualized,not visualized,,
YKL005C,BYE1,tagged,not visualized,TAP visualized,892,,
YKL018W,SWD2,tagged,not visualized,TAP visualized,704,,
YKL030W,,tagged,not visualized,not TAP visualized,not visualized,,
YKL031W,,tagged,not visualized,not TAP visualized,not visualized,,
YKL033W-A,,tagged,not visualized,not TAP visualized,not visualized,,
YKL034W,TUL1,tagged,not visualized,not TAP visualized,not visualized,,
YKL036C,,tagged,not visualized,not TAP visualized,not visualized,,
YKL037W,,tagged,not visualized,not TAP visualized,not visualized,,
YKL039W,PTM1,tagged,not visualized,not TAP visualized,not visualized,,
YKL044W,,tagged,not visualized,not TAP visualized,not visualized,,
YKL045W,PRI2,tagged,not visualized,not TAP visualized,not visualized,,
YKL050C,,tagged,not visualized,not TAP visualized,not visualized,,
YKL053W,,tagged,not visualized,not TAP visualized,not visualized,,
YKL057C,NUP120,not tagged,not visualized,not TAP visualized,not visualized,,
YKL062W,MSN4,tagged,not visualized,not TAP visualized,not visualized,,
YKL066W,,tagged,not visualized,not TAP visualized,not visualized,,
YKL070W,,tagged,not visualized,not TAP visualized,not visualized,,
YKL076C,PSY1,tagged,not visualized,not TAP visualized,not visualized,,
YKL082C,RRP14,tagged,not visualized,not TAP visualized,not visualized,,
YKL083W,,tagged,not visualized,not TAP visualized,not visualized,,
YKL084W,,tagged,not visualized,not TAP visualized,not visualized,,
YKL087C,CYT2,tagged,not visualized,not TAP visualized,not visualized,,
YKL090W,CUE2,tagged,not visualized,not TAP visualized,not visualized,,
YKL093W,MBR1,tagged,not visualized,not TAP visualized,not visualized,,
YKL097C,,tagged,not visualized,not TAP visualized,not visualized,,
YKL098W,,tagged,not visualized,not TAP visualized,not visualized,,
YKL099C,UTP11,tagged,not visualized,not TAP visualized,not visualized,,
YKL100C,,tagged,not visualized,not TAP visualized,not visualized,,
YKL104C,GFA1,tagged,not visualized,TAP visualized,14300,3400.0,
YKL106C-A,,tagged,not visualized,not TAP visualized,not visualized,,
YKL107W,,tagged,not visualized,not TAP visualized,not visualized,,
YKL109W,HAP4,tagged,not visualized,not TAP visualized,not visualized,,
YKL111C,,tagged,not visualized,not TAP visualized,not visualized,,
YKL115C,,tagged,not visualized,not TAP visualized,not visualized,,
YKL118W,,tagged,not visualized,not TAP visualized,not visualized,,
YKL121W,,tagged,not visualized,TAP visualized,504,,
YKL123W,,tagged,not visualized,not TAP visualized,not visualized,,
YKL124W,SSH4,tagged,not visualized,TAP visualized,450,,
YKL131W,,tagged,not visualized,not TAP visualized,not visualized,,
YKL132C,RMA1,tagged,not visualized,not TAP visualized,not visualized,,
YKL133C,,tagged,not visualized,not TAP visualized,not visualized,,
YKL136W,,tagged,not visualized,not TAP visualized,not visualized,,
YKL137W,,tagged,not visualized,TAP visualized,259,,
YKL141W,SDH3,tagged,not visualized,TAP visualized,238,,
YKL144C,RPC25,tagged,not visualized,TAP visualized,752,,
YKL147C,,tagged,not visualized,not TAP visualized,not visualized,,
YKL148C,SDH1,tagged,not visualized,TAP visualized,10400,,
YKL153W,,tagged,not visualized,not TAP visualized,not visualized,,
YKL159C,RCN1,tagged,not visualized,TAP visualized,521,,
YKL161C,,tagged,not visualized,not TAP visualized,not visualized,,
YKL162C-A,,tagged,not visualized,not TAP visualized,not visualized,,
YKL163W,PIR3,tagged,not visualized,not TAP visualized,not visualized,,
YKL165C-A,,tagged,not visualized,not TAP visualized,not visualized,,
YKL171W,,tagged,not visualized,not TAP visualized,not visualized,,
YKL172W,EBP2,tagged,not visualized,not TAP visualized,not visualized,,
YKL174C,,tagged,not visualized,not TAP visualized,not visualized,,
YKL177W,,tagged,not visualized,not TAP visualized,not visualized,,
YKL178C,STE3,tagged,not visualized,not TAP visualized,not visualized,,
YKL188C,PXA2,tagged,not visualized,not TAP visualized,not visualized,,
YKL196C,YKT6,not tagged,not visualized,not TAP visualized,not visualized,,
YKL198C,PTK1,tagged,not visualized,not TAP visualized,not visualized,,
YKL199C,YKT9,tagged,not visualized,not TAP visualized,not visualized,,
YKL201C,MNN4,tagged,not visualized,not TAP visualized,not visualized,,
YKL202W,,tagged,not visualized,not TAP visualized,not visualized,,
YKL203C,TOR2,tagged,not visualized,not TAP visualized,not visualized,,
YKL207W,,tagged,not visualized,not TAP visualized,not visualized,,
YKL217W,JEN1,tagged,not visualized,not TAP visualized,not visualized,,
YKL218C,SRY1,tagged,not visualized,not TAP visualized,not visualized,,
YKL219W,COS9,tagged,not visualized,not TAP visualized,not visualized,,
YKL220C,FRE2,tagged,not visualized,TAP visualized,low signal,,
YKL221W,MCH2,tagged,not visualized,not TAP visualized,not visualized,,
YKL223W,,tagged,not visualized,not TAP visualized,not visualized,,
YKL224C,,tagged,not visualized,TAP visualized,technical problem,,
YKL225W,,tagged,not visualized,not TAP visualized,not visualized,,
YKR004C,ECM9,tagged,not visualized,TAP visualized,846,,
YKR005C,,tagged,not visualized,not TAP visualized,not visualized,,
YKR009C,FOX2,tagged,not visualized,not TAP visualized,not visualized,,
YKR012C,,tagged,not visualized,not TAP visualized,not visualized,,
YKR015C,,tagged,not visualized,not TAP visualized,not visualized,,
YKR017C,,tagged,not visualized,TAP visualized,2250,,
YKR019C,IRS4,tagged,not visualized,not TAP visualized,not visualized,,
YKR028W,SAP190,tagged,not visualized,not TAP visualized,not visualized,,
YKR030W,GMH1,tagged,not visualized,not TAP visualized,not visualized,,
YKR032W,,tagged,not visualized,not TAP visualized,not visualized,,
YKR033C,,tagged,not visualized,not TAP visualized,not visualized,,
YKR034W,DAL80,tagged,not visualized,not TAP visualized,not visualized,,
YKR035C,,tagged,not visualized,not TAP visualized,not visualized,,
YKR040C,,tagged,not visualized,not TAP visualized,not visualized,,
YKR047W,,tagged,not visualized,not TAP visualized,not visualized,,
YKR050W,TRK2,tagged,not visualized,not TAP visualized,not visualized,,
YKR051W,,tagged,not visualized,not TAP visualized,not visualized,,
YKR053C,YSR3,tagged,not visualized,not TAP visualized,not visualized,,
YKR056W,TRM2,tagged,not visualized,not TAP visualized,not visualized,,
YKR058W,GLG1,tagged,not visualized,not TAP visualized,not visualized,,
YKR061W,KTR2,tagged,not visualized,not TAP visualized,not visualized,,
YKR069W,MET1,tagged,not visualized,not TAP visualized,not visualized,,
YKR073C,,tagged,not visualized,not TAP visualized,not visualized,,
YKR091W,SRL3,tagged,not visualized,not TAP visualized,not visualized,,
YKR097W,PCK1,tagged,not visualized,not TAP visualized,not visualized,,
YKR098C,UBP11,tagged,not visualized,TAP visualized,low signal,,
YKR101W,SIR1,tagged,not visualized,not TAP visualized,not visualized,,
YKR102W,FLO10,tagged,not visualized,not TAP visualized,not visualized,,
YKR104W,NFT1,tagged,not visualized,not TAP visualized,not visualized,,
YKR105C,,tagged,not visualized,not TAP visualized,not visualized,,
YKR106W,,tagged,not visualized,not TAP visualized,not visualized,,
YLL004W,ORC3,not tagged,not visualized,not TAP visualized,not visualized,,
YLL005C,SPO75,tagged,not visualized,not TAP visualized,not visualized,,
YLL016W,SDC25,tagged,not visualized,not TAP visualized,not visualized,,
YLL017W,SDC25,tagged,not visualized,not TAP visualized,not visualized,,
YLL019C,KNS1,tagged,not visualized,not TAP visualized,not visualized,,
YLL020C,,tagged,not visualized,not TAP visualized,not visualized,,
YLL021W,SPA2,tagged,not visualized,TAP visualized,274,,
YLL025W,,tagged,not visualized,not TAP visualized,not visualized,,
YLL030C,,tagged,not visualized,not TAP visualized,not visualized,,
YLL033W,GON2,tagged,not visualized,not TAP visualized,not visualized,,
YLL035W,GRC3,tagged,not visualized,not TAP visualized,not visualized,,
YLL037W,,not tagged,not visualized,not TAP visualized,not visualized,,
YLL042C,APG10,tagged,not visualized,not TAP visualized,not visualized,,
YLL044W,,tagged,not visualized,not TAP visualized,not visualized,,
YLL046C,RNP1,tagged,not visualized,not TAP visualized,not visualized,,
YLL047W,,tagged,not visualized,not TAP visualized,not visualized,,
YLL049W,,tagged,not visualized,not TAP visualized,not visualized,,
YLL050C,COF1,tagged,not visualized,TAP visualized,19600,,
YLL053C,,tagged,not visualized,not TAP visualized,not visualized,,
YLL056C,,tagged,not visualized,not TAP visualized,not visualized,,
YLL057C,,tagged,not visualized,not TAP visualized,not visualized,,
YLL058W,,tagged,not visualized,TAP visualized,2070,,
YLL059C,,tagged,not visualized,not TAP visualized,not visualized,,
YLL063C,AYT1,tagged,not visualized,not TAP visualized,not visualized,,
YLL064C,,tagged,not visualized,not TAP visualized,not visualized,,
YLL065W,GIN11,tagged,not visualized,not TAP visualized,not visualized,,
YLL066C,,tagged,not visualized,not TAP visualized,not visualized,,
YLL067C,,tagged,not visualized,not TAP visualized,not visualized,,
YLR004C,,tagged,not visualized,not TAP visualized,not visualized,,
YLR007W,NSE1,tagged,not visualized,not TAP visualized,not visualized,,
YLR008C,PAM18,tagged,not visualized,not TAP visualized,not visualized,,
YLR009W,RLP24,tagged,not visualized,not TAP visualized,not visualized,,
YLR010C,TEN1,tagged,not visualized,not TAP visualized,not visualized,,
YLR012C,,tagged,not visualized,not TAP visualized,not visualized,,
YLR013W,GAT3,tagged,not visualized,not TAP visualized,not visualized,,
YLR014C,PPR1,tagged,not visualized,not TAP visualized,not visualized,,
YLR019W,PSR2,tagged,not visualized,not TAP visualized,not visualized,,
YLR021W,,tagged,not visualized,TAP visualized,1820,,
YLR026C,SED5,tagged,not visualized,TAP visualized,300,,
YLR027C,AAT2,tagged,not visualized,TAP visualized,7700,,
YLR029C,RPL15A,tagged,not visualized,not TAP visualized,not visualized,,
YLR030W,,tagged,not visualized,not TAP visualized,not visualized,,
YLR031W,,tagged,not visualized,not TAP visualized,not visualized,,
YLR037C,DAN2,tagged,not visualized,not TAP visualized,not visualized,,
YLR040C,,tagged,not visualized,not TAP visualized,not visualized,,
